GID_2,GID_0,COUNTRY,GID_1,NAME_1,NL_NAME_1,NAME_2,VARNAME_2,NL_NAME_2,TYPE_2,ENGTYPE_2,CC_2,HASC_2,geometry_polygon,mun_clean,prov_clean,municipality,latitude,longitude,transport_stops,avg_travel_time_to_lucena_min,road_density_km_per_sqkm,has_bus_terminal,population_served,geometry_transport,has_bus_terminal_bin
PHL.62.2_1,PHL,Philippines,PHL.62_1,Quezon,NA,Alabat,NA,NA,Bayan|Munisipyo,Municipality,45602,PH.QZ.AA,"MULTIPOLYGON (((122.0669 14.0615, 122.0608 14.064, 122.0572 14.0635, 122.0527 14.0746, 122.0468 14.0768, 122.0449 14.0825, 122.0397 14.0858, 122.0377 14.09, 122.033 14.0907, 122.0278 14.0948, 122.0196 14.095, 122.0159 14.097, 122.0115 14.0951, 122.0099 14.1013, 122.0021 14.108, 121.9979 14.1083, 121.9962 14.1051, 121.9946 14.1054, 121.9854 14.1115, 121.975 14.1219, 121.9743 14.1239, 121.9772 14.127, 121.9878 14.1361, 121.9921 14.1354, 122.0006 14.1431, 122.0014 14.1467, 121.9817 14.1814, 121.986 14.1854, 121.984 14.1883, 121.9899 14.1828, 121.9965 14.1803, 122.0025 14.1726, 122.009 14.1712, 122.0107 14.166, 122.0151 14.1625, 122.0153 14.1598, 122.0186 14.1579, 122.021 14.1538, 122.0314 14.1495, 122.0445 14.1407, 122.0483 14.134, 122.0575 14.1325, 122.0632 14.1281, 122.0555 14.1219, 122.0708 14.1003, 122.0657 14.0961, 122.0664 14.0697, 122.0684 14.0658, 122.0669 14.0615)))",ALABAT,QUEZON,Alabat,14.119654703049584,122.0244479165768,47,236,3.29,0,47983,POINT (122.0244479165768 14.119654703049584),0
PHL.62.2_1,PHL,Philippines,PHL.62_1,Quezon,NA,Alabat,NA,NA,Bayan|Munisipyo,Municipality,45602,PH.QZ.AA,"MULTIPOLYGON (((122.0669 14.0615, 122.0608 14.064, 122.0572 14.0635, 122.0527 14.0746, 122.0468 14.0768, 122.0449 14.0825, 122.0397 14.0858, 122.0377 14.09, 122.033 14.0907, 122.0278 14.0948, 122.0196 14.095, 122.0159 14.097, 122.0115 14.0951, 122.0099 14.1013, 122.0021 14.108, 121.9979 14.1083, 121.9962 14.1051, 121.9946 14.1054, 121.9854 14.1115, 121.975 14.1219, 121.9743 14.1239, 121.9772 14.127, 121.9878 14.1361, 121.9921 14.1354, 122.0006 14.1431, 122.0014 14.1467, 121.9817 14.1814, 121.986 14.1854, 121.984 14.1883, 121.9899 14.1828, 121.9965 14.1803, 122.0025 14.1726, 122.009 14.1712, 122.0107 14.166, 122.0151 14.1625, 122.0153 14.1598, 122.0186 14.1579, 122.021 14.1538, 122.0314 14.1495, 122.0445 14.1407, 122.0483 14.134, 122.0575 14.1325, 122.0632 14.1281, 122.0555 14.1219, 122.0708 14.1003, 122.0657 14.0961, 122.0664 14.0697, 122.0684 14.0658, 122.0669 14.0615)))",ALABAT,QUEZON,Alabat,14.116008451177349,122.01499812087712,1,167,1.44,1,10445,POINT (122.01499812087712 14.116008451177349),1
PHL.62.2_1,PHL,Philippines,PHL.62_1,Quezon,NA,Alabat,NA,NA,Bayan|Munisipyo,Municipality,45602,PH.QZ.AA,"MULTIPOLYGON (((122.0669 14.0615, 122.0608 14.064, 122.0572 14.0635, 122.0527 14.0746, 122.0468 14.0768, 122.0449 14.0825, 122.0397 14.0858, 122.0377 14.09, 122.033 14.0907, 122.0278 14.0948, 122.0196 14.095, 122.0159 14.097, 122.0115 14.0951, 122.0099 14.1013, 122.0021 14.108, 121.9979 14.1083, 121.9962 14.1051, 121.9946 14.1054, 121.9854 14.1115, 121.975 14.1219, 121.9743 14.1239, 121.9772 14.127, 121.9878 14.1361, 121.9921 14.1354, 122.0006 14.1431, 122.0014 14.1467, 121.9817 14.1814, 121.986 14.1854, 121.984 14.1883, 121.9899 14.1828, 121.9965 14.1803, 122.0025 14.1726, 122.009 14.1712, 122.0107 14.166, 122.0151 14.1625, 122.0153 14.1598, 122.0186 14.1579, 122.021 14.1538, 122.0314 14.1495, 122.0445 14.1407, 122.0483 14.134, 122.0575 14.1325, 122.0632 14.1281, 122.0555 14.1219, 122.0708 14.1003, 122.0657 14.0961, 122.0664 14.0697, 122.0684 14.0658, 122.0669 14.0615)))",ALABAT,QUEZON,Alabat,14.119316835862046,122.02583092155947,4,148,4.2,1,7986,POINT (122.02583092155947 14.119316835862046),1
PHL.62.2_1,PHL,Philippines,PHL.62_1,Quezon,NA,Alabat,NA,NA,Bayan|Munisipyo,Municipality,45602,PH.QZ.AA,"MULTIPOLYGON (((122.0669 14.0615, 122.0608 14.064, 122.0572 14.0635, 122.0527 14.0746, 122.0468 14.0768, 122.0449 14.0825, 122.0397 14.0858, 122.0377 14.09, 122.033 14.0907, 122.0278 14.0948, 122.0196 14.095, 122.0159 14.097, 122.0115 14.0951, 122.0099 14.1013, 122.0021 14.108, 121.9979 14.1083, 121.9962 14.1051, 121.9946 14.1054, 121.9854 14.1115, 121.975 14.1219, 121.9743 14.1239, 121.9772 14.127, 121.9878 14.1361, 121.9921 14.1354, 122.0006 14.1431, 122.0014 14.1467, 121.9817 14.1814, 121.986 14.1854, 121.984 14.1883, 121.9899 14.1828, 121.9965 14.1803, 122.0025 14.1726, 122.009 14.1712, 122.0107 14.166, 122.0151 14.1625, 122.0153 14.1598, 122.0186 14.1579, 122.021 14.1538, 122.0314 14.1495, 122.0445 14.1407, 122.0483 14.134, 122.0575 14.1325, 122.0632 14.1281, 122.0555 14.1219, 122.0708 14.1003, 122.0657 14.0961, 122.0664 14.0697, 122.0684 14.0658, 122.0669 14.0615)))",ALABAT,QUEZON,Alabat,14.117860100369008,122.0139666014782,10,140,3.71,1,48843,POINT (122.0139666014782 14.117860100369008),1
PHL.62.2_1,PHL,Philippines,PHL.62_1,Quezon,NA,Alabat,NA,NA,Bayan|Munisipyo,Municipality,45602,PH.QZ.AA,"MULTIPOLYGON (((122.0669 14.0615, 122.0608 14.064, 122.0572 14.0635, 122.0527 14.0746, 122.0468 14.0768, 122.0449 14.0825, 122.0397 14.0858, 122.0377 14.09, 122.033 14.0907, 122.0278 14.0948, 122.0196 14.095, 122.0159 14.097, 122.0115 14.0951, 122.0099 14.1013, 122.0021 14.108, 121.9979 14.1083, 121.9962 14.1051, 121.9946 14.1054, 121.9854 14.1115, 121.975 14.1219, 121.9743 14.1239, 121.9772 14.127, 121.9878 14.1361, 121.9921 14.1354, 122.0006 14.1431, 122.0014 14.1467, 121.9817 14.1814, 121.986 14.1854, 121.984 14.1883, 121.9899 14.1828, 121.9965 14.1803, 122.0025 14.1726, 122.009 14.1712, 122.0107 14.166, 122.0151 14.1625, 122.0153 14.1598, 122.0186 14.1579, 122.021 14.1538, 122.0314 14.1495, 122.0445 14.1407, 122.0483 14.134, 122.0575 14.1325, 122.0632 14.1281, 122.0555 14.1219, 122.0708 14.1003, 122.0657 14.0961, 122.0664 14.0697, 122.0684 14.0658, 122.0669 14.0615)))",ALABAT,QUEZON,Alabat,14.124502652767625,122.03100970647478,16,156,0.63,0,39661,POINT (122.03100970647478 14.124502652767625),0
PHL.62.2_1,PHL,Philippines,PHL.62_1,Quezon,NA,Alabat,NA,NA,Bayan|Munisipyo,Municipality,45602,PH.QZ.AA,"MULTIPOLYGON (((122.0669 14.0615, 122.0608 14.064, 122.0572 14.0635, 122.0527 14.0746, 122.0468 14.0768, 122.0449 14.0825, 122.0397 14.0858, 122.0377 14.09, 122.033 14.0907, 122.0278 14.0948, 122.0196 14.095, 122.0159 14.097, 122.0115 14.0951, 122.0099 14.1013, 122.0021 14.108, 121.9979 14.1083, 121.9962 14.1051, 121.9946 14.1054, 121.9854 14.1115, 121.975 14.1219, 121.9743 14.1239, 121.9772 14.127, 121.9878 14.1361, 121.9921 14.1354, 122.0006 14.1431, 122.0014 14.1467, 121.9817 14.1814, 121.986 14.1854, 121.984 14.1883, 121.9899 14.1828, 121.9965 14.1803, 122.0025 14.1726, 122.009 14.1712, 122.0107 14.166, 122.0151 14.1625, 122.0153 14.1598, 122.0186 14.1579, 122.021 14.1538, 122.0314 14.1495, 122.0445 14.1407, 122.0483 14.134, 122.0575 14.1325, 122.0632 14.1281, 122.0555 14.1219, 122.0708 14.1003, 122.0657 14.0961, 122.0664 14.0697, 122.0684 14.0658, 122.0669 14.0615)))",ALABAT,QUEZON,Alabat,14.11979507037428,122.02831370503944,36,175,2.58,0,4838,POINT (122.02831370503944 14.11979507037428),0
PHL.62.2_1,PHL,Philippines,PHL.62_1,Quezon,NA,Alabat,NA,NA,Bayan|Munisipyo,Municipality,45602,PH.QZ.AA,"MULTIPOLYGON (((122.0669 14.0615, 122.0608 14.064, 122.0572 14.0635, 122.0527 14.0746, 122.0468 14.0768, 122.0449 14.0825, 122.0397 14.0858, 122.0377 14.09, 122.033 14.0907, 122.0278 14.0948, 122.0196 14.095, 122.0159 14.097, 122.0115 14.0951, 122.0099 14.1013, 122.0021 14.108, 121.9979 14.1083, 121.9962 14.1051, 121.9946 14.1054, 121.9854 14.1115, 121.975 14.1219, 121.9743 14.1239, 121.9772 14.127, 121.9878 14.1361, 121.9921 14.1354, 122.0006 14.1431, 122.0014 14.1467, 121.9817 14.1814, 121.986 14.1854, 121.984 14.1883, 121.9899 14.1828, 121.9965 14.1803, 122.0025 14.1726, 122.009 14.1712, 122.0107 14.166, 122.0151 14.1625, 122.0153 14.1598, 122.0186 14.1579, 122.021 14.1538, 122.0314 14.1495, 122.0445 14.1407, 122.0483 14.134, 122.0575 14.1325, 122.0632 14.1281, 122.0555 14.1219, 122.0708 14.1003, 122.0657 14.0961, 122.0664 14.0697, 122.0684 14.0658, 122.0669 14.0615)))",ALABAT,QUEZON,Alabat,14.127097706144358,122.0121070535724,18,118,3.37,0,27947,POINT (122.0121070535724 14.127097706144358),0
PHL.62.2_1,PHL,Philippines,PHL.62_1,Quezon,NA,Alabat,NA,NA,Bayan|Munisipyo,Municipality,45602,PH.QZ.AA,"MULTIPOLYGON (((122.0669 14.0615, 122.0608 14.064, 122.0572 14.0635, 122.0527 14.0746, 122.0468 14.0768, 122.0449 14.0825, 122.0397 14.0858, 122.0377 14.09, 122.033 14.0907, 122.0278 14.0948, 122.0196 14.095, 122.0159 14.097, 122.0115 14.0951, 122.0099 14.1013, 122.0021 14.108, 121.9979 14.1083, 121.9962 14.1051, 121.9946 14.1054, 121.9854 14.1115, 121.975 14.1219, 121.9743 14.1239, 121.9772 14.127, 121.9878 14.1361, 121.9921 14.1354, 122.0006 14.1431, 122.0014 14.1467, 121.9817 14.1814, 121.986 14.1854, 121.984 14.1883, 121.9899 14.1828, 121.9965 14.1803, 122.0025 14.1726, 122.009 14.1712, 122.0107 14.166, 122.0151 14.1625, 122.0153 14.1598, 122.0186 14.1579, 122.021 14.1538, 122.0314 14.1495, 122.0445 14.1407, 122.0483 14.134, 122.0575 14.1325, 122.0632 14.1281, 122.0555 14.1219, 122.0708 14.1003, 122.0657 14.0961, 122.0664 14.0697, 122.0684 14.0658, 122.0669 14.0615)))",ALABAT,QUEZON,Alabat,14.11665890268301,122.02127994488232,33,194,2.09,0,27502,POINT (122.02127994488232 14.11665890268301),0
PHL.62.2_1,PHL,Philippines,PHL.62_1,Quezon,NA,Alabat,NA,NA,Bayan|Munisipyo,Municipality,45602,PH.QZ.AA,"MULTIPOLYGON (((122.0669 14.0615, 122.0608 14.064, 122.0572 14.0635, 122.0527 14.0746, 122.0468 14.0768, 122.0449 14.0825, 122.0397 14.0858, 122.0377 14.09, 122.033 14.0907, 122.0278 14.0948, 122.0196 14.095, 122.0159 14.097, 122.0115 14.0951, 122.0099 14.1013, 122.0021 14.108, 121.9979 14.1083, 121.9962 14.1051, 121.9946 14.1054, 121.9854 14.1115, 121.975 14.1219, 121.9743 14.1239, 121.9772 14.127, 121.9878 14.1361, 121.9921 14.1354, 122.0006 14.1431, 122.0014 14.1467, 121.9817 14.1814, 121.986 14.1854, 121.984 14.1883, 121.9899 14.1828, 121.9965 14.1803, 122.0025 14.1726, 122.009 14.1712, 122.0107 14.166, 122.0151 14.1625, 122.0153 14.1598, 122.0186 14.1579, 122.021 14.1538, 122.0314 14.1495, 122.0445 14.1407, 122.0483 14.134, 122.0575 14.1325, 122.0632 14.1281, 122.0555 14.1219, 122.0708 14.1003, 122.0657 14.0961, 122.0664 14.0697, 122.0684 14.0658, 122.0669 14.0615)))",ALABAT,QUEZON,Alabat,14.128532317676385,122.01312709297284,27,116,0.64,0,18399,POINT (122.01312709297284 14.128532317676385),0
PHL.62.2_1,PHL,Philippines,PHL.62_1,Quezon,NA,Alabat,NA,NA,Bayan|Munisipyo,Municipality,45602,PH.QZ.AA,"MULTIPOLYGON (((122.0669 14.0615, 122.0608 14.064, 122.0572 14.0635, 122.0527 14.0746, 122.0468 14.0768, 122.0449 14.0825, 122.0397 14.0858, 122.0377 14.09, 122.033 14.0907, 122.0278 14.0948, 122.0196 14.095, 122.0159 14.097, 122.0115 14.0951, 122.0099 14.1013, 122.0021 14.108, 121.9979 14.1083, 121.9962 14.1051, 121.9946 14.1054, 121.9854 14.1115, 121.975 14.1219, 121.9743 14.1239, 121.9772 14.127, 121.9878 14.1361, 121.9921 14.1354, 122.0006 14.1431, 122.0014 14.1467, 121.9817 14.1814, 121.986 14.1854, 121.984 14.1883, 121.9899 14.1828, 121.9965 14.1803, 122.0025 14.1726, 122.009 14.1712, 122.0107 14.166, 122.0151 14.1625, 122.0153 14.1598, 122.0186 14.1579, 122.021 14.1538, 122.0314 14.1495, 122.0445 14.1407, 122.0483 14.134, 122.0575 14.1325, 122.0632 14.1281, 122.0555 14.1219, 122.0708 14.1003, 122.0657 14.0961, 122.0664 14.0697, 122.0684 14.0658, 122.0669 14.0615)))",ALABAT,QUEZON,Alabat,14.1115538383893,122.02418282433683,2,138,3.36,0,25788,POINT (122.02418282433683 14.1115538383893),0
